id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
171,Spitalul Orasenesc Baia de Arama,,44.9923,22.83764,-1,,,,,RO,Romania,80,,,,,,,,,,,16/04/2020,
223,Spitalul Municipal Radauti Consiliul Local Radauti,,47.837772,25.926329,-1,,,,,RO,Romania,460,,,,,,,,,"www.spitalul-radauti.ro
",,16/04/2020,
331,Spitalul Judetean de Urgenta Sf. Pantelimon Focsani,,45.704478,27.193142,-1,,,,,RO,Romania,728,,,,,,,,,www.spitalvn.ro,,16/04/2020,
46,Spitalul Municipal Dorohoi Consiliul Local Dorohoi,,47.945826,26.403859,-1,,,,,RO,Romania,368,,,,,,,,,www.spitaldorohoi.ro,,16/04/2020,
60,Spitalul de Urgenta Judetean Braila Consiliul Judetean Braila,,45.252576,27.941129,-1,,,,,RO,Romania,1215,,,,,,,,,www.spitalbraila.ro,,16/04/2020,
99,Spitalul Judetean de Urgenta Targoviste,,44.922333,25.451213,-1,,,,,RO,Romania,1767,,,,,,,,,,,16/04/2020,
74,Spitalul Municipal Oltenita Consiliul Local Oltenita,,44.080133,26.633791,-1,,,,,RO,Romania,210,,,,,,,,,,,16/04/2020,
40,Spitalul Clinic Municipal Dr. G. Curteanu Oradea Consiliul Local Oradea,,47.074966,21.917467,-1,,,,,RO,Romania,1061,,,,,,,,,www.scmo.ro,,16/04/2020,
54,Spitalul Municipal Codlea,,45.695629,25.444508,-1,,,,,RO,Romania,85,,,,,,,,,,,16/04/2020,
128,Spitalul Orasenesc Turceni Consiliul Local Turceni,,44.681226,23.370055,-1,,,,,RO,Romania,183,,,,,,,,,www.spitalturceni.ro,,16/04/2020,
244,Spitalul Orasenesc Macin Consiliul Local Macin,,45.234283,28.13324,-1,,,,,RO,Romania,75,,,,,,,,,www.spitalulmacin.ro,,16/04/2020,
193,Spitalul Orasenesc Baicoi Consiliul Local Baicoi,,44.963098,25.993996,-1,,,,,RO,Romania,130,,,,,,,,,spitalulorasenescbaicoi.ro,,16/04/2020,
266,Spitalul Clinic de Copii V. Gomoiu Primaria Municipiului Bucuresti,,44.43309,26.142064,-1,,,,,RO,Romania,157,,,,,,,,,,,16/04/2020,
118,Spitalul de Obstetrica-Ginecologie 'Bunavestire' Galati Consiliul Local Galati,,45.4216,28.03232,-1,,,,,RO,Romania,105,,,,,,,,,spitalog.galati@gmail.com,,16/04/2020,
63,Spitalul de Psihiatrie Sf. Pantelimon Braila Consiliul Local Braila,,45.261083,27.965795,-1,,,,,RO,Romania,410,,,,,,,,,www.spitalpsihiatriebraila.ro,,16/04/2020,
183,Spitalul de Pneumoftiziologie Bisericani Consiliul Local Alexandru cel Bun,,46.958486,26.238377,-1,,,,,RO,Romania,311,,,,,,,,,www.spitalulbisericani.ro,,16/04/2020,
27,Spitalul de Geriatrie si Boli Cronice C.B. Stolnici Stefanesti Consiliul Judetean Arges,,44.865862,24.924363,-1,,,,,RO,Romania,101,,,,,,,,,www.spitalulstefanesti.ro,,16/04/2020,
302,Spitalul Clinic de Recuperare Medicala Baile Felix,,46.990459,21.983138,-1,,,,,RO,Romania,260,,,,,,,,,www.spitalfelix.ro,,16/04/2020,
57,Spitalul de Boli Infectioase Brasov Consiliul Judetean Brasov,,45.656588,25.597581,-1,,,,,RO,Romania,107,,,,,,,,,www.sbibrasov.ro,,16/04/2020,
119,Spitalul de Psihiatrie Elisabeta Doamna Galati Consiliul Local Galati,,45.45989,28.039663,-1,,,,,RO,Romania,235,,,,,,,,,elisabeta_doamna@yahoo.com,,16/04/2020,
20,Spitalul Orasenesc Regele Carol I Costesti Consiliul Judetean Arges,,44.664292,24.874812,-1,,,,,RO,Romania,140,,,,,,,,,http://www.spitalregelecarol.ro,,16/04/2020,
143,Sanatoriul de Pneumoftiziologie Geoagiu Consiliul Judetean Hunedoara,,45.911567,23.165043,-1,,,,,RO,Romania,230,,,,,,,,,www.sanatoriulgeoagiu.ro,,16/04/2020,
151,Spitalul Clinic de Boli Infectioase 'Sf. Parascheva' Iasi Consiliul Judetean Iasi,,47.170224,27.584267,-1,,,,,RO,Romania,300,,,,,,,,,www.gomi.ro,,16/04/2020,
336,Institutul National de Neurologie si Boli Neurovasculare V. Voiculescu,,44.387272,26.123863,-1,,,,,RO,Romania,300,,,,,,,,,innbn-bucuresti.ro,,16/04/2020,
139,Spitalul Municipal Orastie,,45.84913,23.200378,-1,,,,,RO,Romania,155,,,,,,,,,,,16/04/2020,
158,Preventoriul TBC pentru Copii Deleni Consiliul Local Deleni,,47.465904,26.877859,-1,,,,,RO,Romania,150,,,,,,,,,http://www.dspiasi.ro/index.php?loc=microsites&amp;act=pdeleni,,16/04/2020,
130,Spitalul Judetean de Urgenta Miercurea-Ciuc,,46.348361,25.808612,-1,,,,,RO,Romania,748,,,,,,,,,,,16/04/2020,
196,Spitalul de Pediatrie Ploiesti Consiliul Judetean Prahova,,44.931874,26.026783,-1,,,,,RO,Romania,135,,,,,,,,,www.spitalpediatrie.ro,,16/04/2020,
77,Spitalul de Psihiatrie Sapunari Consiliul Judetean Calarasi,,44.495664,26.834273,-1,,,,,RO,Romania,170,,,,,,,,,www.sp-sapunari.ro,,16/04/2020,
35,Spitalul Municipal Episcop N. Popovici Beius Consiliul Local Beius,,46.669362,22.350032,-1,,,,,RO,Romania,225,,,,,,,,,http://www.spitalulbeius.ro/,,16/04/2020,
326,Institutul de Boli Cardiovasculare Timisoara,,45.768002,21.256828,-1,,,,,RO,Romania,197,,,,,,,,,www.cardiologie.ro,,16/04/2020,
152,Spitalul Clinic de Obstetrica-Ginecologie Iasi ELENA DOAMNA Consiliul Judetean Iasi,,47.160715,27.597785,-1,,,,,RO,Romania,128,,,,,,,,,www.spelenadoamna.ro,,16/04/2020,
140,Spitalul Municipal Brad Consiliul Local Brad,,46.125753,22.790644,-1,,,,,RO,Romania,145,,,,,,,,,web.clicknet.ro/spitalbrad/,,16/04/2020,
10,Spitalul Clinic Judetean de Urgenta Arad,,46.183203,21.307576,-1,,,,,RO,Romania,1322,,,,,,,,,,,16/04/2020,
2,Spitalul Municipal Aiud Consiliul Local Aiud,,46.301406,23.738708,-1,,,,,RO,Romania,225,,,,,,,,,http://www.spitalaiud.ro/,,16/04/2020,
201,Spitalul de Boli Pulmonare Breaza Consiliul Local Breaza,,45.179447,25.676449,-1,,,,,RO,Romania,75,,,,,,,,,www.spital-breaza.ro,,16/04/2020,
315,Spitalul Clinic Judetean de Urgenta Craiova,,44.305117,23.792524,-1,,,,,RO,Romania,1556,,,,,,,,,http://ww.scjuc.ro,,16/04/2020,
106,Spitalul Municipal Dr. Irinel Popescu Bailesti Consiliul Local Bailesti,,44.029189,23.34996,-1,,,,,RO,Romania,128,,,,,,,,,www.spitalbailesti.ro,,16/04/2020,
233,Spitalul de Pneumoftiziologie Rosiori de Vede,,44.098897,24.964843,-1,,,,,RO,Romania,181,,,,,,,,,http://www.spitalulpneumorosiori.ro,,16/04/2020,
22,Spitalul de Recuperare Bradet,,45.309907,24.76181,-1,,,,,RO,Romania,200,,,,,,,,,,,16/04/2020,
225,Spitalul Orasenesc Gura Humorului Consiliul Local Gura Humorului,,47.55336,25.898895,-1,,,,,RO,Romania,127,,,,,,,,,www.spitalgurahumorului.ro,,16/04/2020,
49,Sanatoriul de Neuropsihiatrie Podriga Consiliul Judetean Botosani,,48.003893,26.830062,-1,,,,,RO,Romania,80,,,,,,,,,www.sanatoriulpodriga.ro,,16/04/2020,
220,Spitalul Judetean de Urgenta Sf. Ioan cel Nou Suceava Consiliul Judetean Suceava,,47.639243,26.240271,-1,,,,,RO,Romania,1200,,,,,,,,,www.spitaluljudeteansuceava.ro,,16/04/2020,
164,Spitalul Orasenesc Viseu de Sus Consiliul Local Viseu de Sus,,47.708,24.424555,-1,,,,,RO,Romania,212,,,,,,,,,www.spitalviseu.ro,,16/04/2020,
26,Spitalul de Pneumoftiziologie Sf. Andrei Valea Iasului Consiliul Judetean Arges,,45.186075,24.698017,-1,,,,,RO,Romania,212,,,,,,,,,www.spviasului.ro,,16/04/2020,
31,Spitalul Orasenesc Ioan Lascar Comanesti,,46.418652,26.448523,-1,,,,,RO,Romania,120,,,,,,,,,,,16/04/2020,
72,Spitalul Orasenesc Moldova Noua Consiliul Local Moldova Noua,,44.726293,21.623068,-1,,,,,RO,Romania,140,,,,,,,,,www.spitalmoldovanoua.ro,,16/04/2020,
8,Spitalul de Pneumoftiziologie Aiud Consiliul Judetean Alba,,46.305553,23.718646,-1,,,,,RO,Romania,116,,,,,,,,,www.sanatoriultbcaiud.ro,,16/04/2020,
110,Spitalul de Pneumoftiziologie Leamna,,44.288715,23.684464,-1,,,,,RO,Romania,157,,,,,,,,,,,16/04/2020,
272,Spitalul de Boli Cronice și Geriatrie Sf. Luca,,44.384223,26.12904,-1,,,,,RO,Romania,311,,,,,,,,,spitalulsf.luca.ro,,16/04/2020,
64,Spitalul Judetean de Urgenta Buzau Consiliul Judetean Buzau,,45.151174,26.800332,-1,,,,,RO,Romania,910,,,,,,,,,,,16/04/2020,
343,Institutul de Pneumoftiziologie Marius Nasta,,44.40463,26.08916,-1,,,,,RO,Romania,548,,,,,,,,,www.marius-nasta.ro,,16/04/2020,
89,Spitalul Clinic Judetean de Urgenta Constanta,,44.186359,28.642248,-1,,,,,RO,Romania,1300,,,,,,,,,,,16/04/2020,
310,Institutul Regional de Gastroenterologie-Hepatologie Prof. dr. Octavian Fodor Cluj,,46.774552,23.595058,-1,,,,,RO,Romania,410,,,,,,,,,www.irgh.ro,,16/04/2020,
90,Spitalul Clinic de Pneumoftiziologie Constanta Consiliul Judetean Constanta,,44.231241,28.607084,-1,,,,,RO,Romania,185,,,,,,,,,www.tbc.infomedic.ro,,16/04/2020,
80,Spitalul Clinic de Recuperare Cluj-Napoca Consiliul Judetean Cluj,,46.76537,23.57138,-1,,,,,RO,Romania,405,,,,,,,,,www.recuperarecluj.ro,,16/04/2020,
271,Spitalul de Pneumoftiziologie Sf. Stefan,,44.453255,26.105297,-1,,,,,RO,Romania,123,,,,,,,,,pneumosfstefan.ro,,16/04/2020,
108,Spitalul Orasenesc Segarcea Consiliul Local Segarcea,,44.099717,23.74271,-1,,,,,RO,Romania,112,,,,,,,,,www.spitalsegarcea.ro,,16/04/2020,
104,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie V. Babeș Craiova Consiliul Local Craiova,,44.314802,23.824722,-1,,,,,RO,Romania,435,,,,,,,,,www.vbabes-cv.ro,,16/04/2020,
133,Spitalul Municipal Toplita Consiliul Local Toplita,,46.923069,25.355072,-1,,,,,RO,Romania,163,,,,,,,,,www.spitaltoplita.ro,,16/04/2020,
195,Spitalul Orasenesc Sinaia Consiliul Local Sinaia,,45.333248,25.555251,-1,,,,,RO,Romania,94,,,,,,,,,spitalsinaia@yahoo.com,,16/04/2020,
264,Spitalul Clinic Nicolae Malaxa Bucuresti,,44.43812,26.178811,-1,,,,,RO,Romania,263,,,,,,,,,,,16/04/2020,
227,Spitalul de Psihiatrie Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,,47.527866,25.560315,-1,,,,,RO,Romania,70,,,,,,,,,www.spcm.ro,,16/04/2020,
